,STATE,COUNTY,County_Population,countyFIPS,County_Area in m2 - Total area,County_Area in m2 - Water area,County_Area in m2 - Land area,County_Population_Density_m2
249,Colorado,Bent County,5809,08011,3991401191.401191,73089873.08987309,3918311318.311318,1.482526406937853e-06
250,Colorado,Boulder County,321030,08013,1917560217.5602176,36467236.46723647,1881092981.092981,0.000170661420369274
251,Colorado,Broomfield County,66120,08014,87024087.02408703,1476301.4763014761,85547785.54778555,0.0007729013623978202
252,Colorado,Chaffee County,19164,08015,2628723128.723129,4014504.0145040145,2624708624.708625,7.30138188277087e-06
253,Colorado,Cheyenne County,2039,08017,4613908313.908314,8158508.158508158,4605749805.749805,4.4270750388015386e-07
254,Colorado,Clear Creek County,9379,08019,1026910126.9101269,3289303.2893032893,1023646723.6467237,9.162340662399109e-06
255,Colorado,Conejos County,8142,08021,3343589743.5897436,9246309.246309247,3334343434.343435,2.4418600424113903e-06
256,Colorado,Costilla County,3687,08023,3186635586.6355863,8831908.831908833,3177803677.803678,1.160235298911936e-06
257,Colorado,Crowley County,5630,08025,2072856772.856773,33436933.43693344,2039419839.4198394,2.7605890122171143e-06
258,Colorado,Custer County,4640,08027,1916394716.3947163,3367003.3670033673,1913053613.053613,2.4254416961130744e-06
259,Colorado,Delta County,30346,08029,2974876974.8769746,16964516.964516964,2957912457.912458,1.0259262379055207e-05
260,Colorado,Denver County,693417,08031,400492100.4921005,4221704.221704221,396270396.2703963,0.001749858194117647
261,Colorado,Dolores County,1841,08033,2766381766.3817663,2719502.7195027196,2763662263.6622634,6.661450728644395e-07
262,Colorado,Douglas County,328614,08035,2183035483.035483,6785806.785806786,2176249676.249676,0.00015100013734007736
263,Colorado,Eagle County,54357,08037,4381740481.740481,18803418.803418804,4362937062.937063,1.2458809104023079e-05
264,Colorado,Elbert County,25162,08039,4794146594.146594,440300.44030044036,4793706293.706293,5.248965718453684e-06
265,Colorado,El Paso County,688153,08041,5515540015.540016,7122507.122507122,5508417508.417509,0.00012492753117359411
266,Colorado,Fremont County,47002,08043,3972882672.8826733,2227402.2274022275,3970655270.6552706,1.1837340891153046e-05
267,Colorado,Garfield County,58538,08045,7655633255.633256,21419321.419321418,7634188034.188034,7.667875055978505e-06
268,Colorado,Gilpin County,5924,08047,389173789.17378914,932400.9324009324,388241388.24138826,1.5258548365577051e-05
269,Colorado,Grand County,15066,08049,4842242942.242942,60243460.243460245,4781999481.999482,3.1505649585935343e-06
270,Colorado,Gunnison County,16537,08051,8442450142.450143,53172753.17275318,8389277389.27739,1.971206724090025e-06
271,Colorado,Hinsdale County,878,08053,2909013209.0132093,15332815.332815332,2893680393.6803937,3.034198254643097e-07
272,Colorado,Huerfano County,6583,08055,4126495726.4957266,5801605.801605802,4120694120.694121,1.5975463859208044e-06
273,Colorado,Jackson County,1296,08057,4198290598.2905984,18751618.751618754,4179538979.5389795,3.1008204645167687e-07
274,Colorado,Jefferson County,570427,08059,2004739704.7397046,25433825.433825433,1979305879.3058794,0.00028819547598173275
275,Colorado,Kiowa County,1449,08061,4625563325.563326,47034447.03444704,4578528878.528878,3.164772000882468e-07
276,Colorado,Kit Carson County,7635,08063,5598782698.782699,2253302.2533022533,5596529396.529397,1.364238344702474e-06
277,Colorado,Lake County,7585,08065,994327894.3278944,18130018.13001813,976197876.1978762,7.769941099997347e-06
278,Colorado,La Plata County,55101,08067,4402253302.253303,19761719.761719763,4382491582.491582,1.257298478795329e-05
279,Colorado,Larimer County,338161,08069,6821937321.937322,98290598.2905983,6723646723.646724,5.02942843220339e-05
280,Colorado,Las Animas County,14179,08071,12368168868.168869,6941206.941206941,12361227661.227661,1.1470543532236672e-06
281,Colorado,Lincoln County,5548,08073,6698834498.834499,22792022.792022794,6676068376.068377,8.310280373831775e-07
282,Colorado,Logan County,21689,08075,4778192178.192178,16368816.36881637,4761849261.849262,4.554743085583748e-06
283,Colorado,Mesa County,149998,08077,8653509453.509453,31468531.46853147,8622040922.040922,1.7397041066756383e-05
284,Colorado,Mineral County,823,08079,2273193473.193473,5231805.231805232,2267987567.987568,3.628767686457227e-07
285,Colorado,Moffat County,13060,08081,12304869204.869205,19735819.735819735,12285133385.133385,1.0630735206997675e-06
286,Colorado,Montezuma County,25909,08083,5283993783.993784,27505827.505827505,5256487956.487956,4.928956408626628e-06
287,Colorado,Montrose County,41268,08085,5808339808.339808,4921004.921004921,5803418803.418803,7.110980854197349e-06
288,Colorado,Morgan County,28257,08087,3350789950.789951,34472934.47293448,3316317016.3170166,8.520596752653404e-06
289,Colorado,Otero County,18325,08089,3288526288.5262885,20046620.04662005,3268479668.4796686,5.606582221306539e-06
290,Colorado,Ouray County,4722,08091,1404325304.3253045,1605801.6058016059,1402719502.719503,3.3663180634797534e-06
291,Colorado,Park County,17392,08093,5725589225.589226,43537943.537943535,5682077182.077182,3.060852473961301e-06
292,Colorado,Phillips County,4318,08095,1782025382.025382,310800.3108003108,1781740481.7404816,2.4234730277789894e-06
293,Colorado,Pitkin County,17909,08097,2520590520.590521,6475006.475006475,2514115514.1155143,7.123379932007829e-06
294,Colorado,Prowers County,12052,08099,4258793058.793059,15358715.358715357,4243434343.434344,2.840152344679838e-06
295,Colorado,Pueblo County,164685,08101,6210308210.30821,30277130.277130276,6180005180.005179,2.6648035916348857e-05
296,Colorado,Rio Blanco County,6465,08103,8347086247.086247,4869204.869204869,8342217042.217042,7.749738429584003e-07
297,Colorado,Rio Grande County,11351,08105,2362962962.962963,984200.9842009842,2361978761.978762,4.805716369138997e-06
298,Colorado,Routt County,24874,08107,6133488733.488733,15824915.824915826,6117663817.663818,4.065931169375494e-06
299,Colorado,Saguache County,6468,08109,8210929810.929811,4454804.454804455,8206475006.475006,7.881581306098747e-07
300,Colorado,San Juan County,544,08111,1005620305.6203055,2046102.0461020463,1003600103.6001036,5.420485689953289e-07
301,Colorado,San Miguel County,7968,08113,3337529137.529137,5205905.205905206,3332323232.323232,2.3911245832070324e-06
302,Colorado,Sedgwick County,2350,08115,1422947422.947423,3522403.522403523,1419425019.4250193,1.6555999562075764e-06
303,Colorado,Summit County,30429,08117,1603936803.9368038,28282828.282828283,1575653975.6539757,1.931198122822013e-05
304,Colorado,Teller County,24113,08119,1447707847.7078478,4946904.946904947,1442786842.7868426,1.6712794492514274e-05
305,Colorado,Washington County,4840,08121,6536907536.907537,15203315.203315204,6521704221.704223,7.421373057509242e-07
306,Colorado,Weld County,295123,08123,10403522403.522404,76560476.56047656,10326961926.961927,2.857791111144551e-05
307,Colorado,Yuma County,10069,08125,6134939134.939135,11137011.137011137,6123802123.802124,1.644239934021316e-06
308,Connecticut,Fairfield County,944348,09001,2167624967.6249676,549158249.1582491,1618466718.4667184,0.0005834831135079774
309,Connecticut,Hartford County,894730,09003,1944107744.1077442,40222740.22274022,1903910903.910904,0.000469943209087199
310,Connecticut,Litchfield County,183031,09005,2446412846.412846,62160062.160062164,2384252784.2527843,7.676660847744851e-05
311,Connecticut,Middlesex County,163368,09007,1137166537.1665373,180678580.6785807,956487956.4879565,0.00017079985052802598
312,Connecticut,New Haven County,859339,09009,2232737632.7376328,667055167.0551671,1565682465.6824658,0.0005488590559295959
313,Connecticut,New London County,268881,09011,1998704998.7049987,276664076.6640766,1722040922.040922,0.00015614088873180124
314,Connecticut,Tolland County,151269,09013,1080160580.1605802,17689717.68971769,1062444962.4449624,0.00014237819872748106
315,Connecticut,Windham County,116538,09015,1350530950.5309508,22092722.09272209,1328438228.4382284,8.772556939814002e-05
316,Delaware,Kent County,174822,10001,2067676767.6767678,549469049.4690495,1518207718.2077181,0.00011515025111740422
317,Delaware,New Castle County,555133,10003,1279461279.4612794,175394975.3949754,1104092204.092204,0.0005027958697131061
318,Delaware,Sussex County,219540,10005,3098653198.6531987,674203574.2035742,2424449624.4496245,9.055251046919066e-05
319,District of Columbia,District of Columbia,684498,11001,177000777.000777,18881118.881118882,158119658.1196581,0.004328987351351352
320,Florida,Alachua County,263148,12001,2509220409.220409,242916342.91634294,2266304066.304066,0.0001161132806107289
321,Florida,Baker County,27785,12003,1525433825.4338255,9686609.686609687,1515747215.7472157,1.8330892982246296e-05
322,Florida,Bay County,182482,12005,2675861175.861176,711447811.4478115,1964413364.4133644,9.28938905149909e-05
323,Florida,Bradford County,26979,12007,778269878.2698783,16912716.912716914,761357161.3571613,3.5435405837528916e-05
324,Florida,Brevard County,576808,12009,4032634032.6340327,1402046102.046102,2630562030.5620303,0.00021927177283736685
325,Florida,Broward County,1909151,12011,3426210826.210826,292877492.8774929,3133359233.3592334,0.0006092984741980013
326,Florida,Calhoun County,14444,12013,1487464387.4643874,18078218.07821808,1469386169.3861694,9.82995505261488e-06
327,Florida,Charlotte County,176954,12015,2222999222.9992228,461072261.0722611,1761926961.926962,0.0001004320859058035
328,Florida,Citrus County,143087,12017,2002823102.8231027,496244496.2444962,1506604506.6045067,9.497316606498194e-05
329,Florida,Clay County,207291,12019,1666796166.7961667,101502201.5022015,1565293965.2939653,0.00013242943791779734
330,Florida,Collier County,363922,12021,5970007770.00777,794327894.3278943,5175653975.6539755,7.031420603306778e-05
331,Florida,Columbia County,69105,12023,2075446775.4467757,9712509.712509712,2065708365.708366,3.345341537419913e-05
332,Florida,DeSoto County,36399,12027,1656254856.2548563,6267806.267806267,1649987049.9870498,2.206017313910778e-05
333,Florida,Dixie County,16437,12029,2236855736.8557367,410774410.7744108,1826081326.081326,9.001242039571663e-06
334,Florida,Duval County,924229,12031,2378787878.787879,404713804.7138047,1974074074.0740743,0.0004681835459662288
335,Florida,Escambia County,311522,12033,2265475265.4752655,565242165.2421653,1700233100.2331004,0.00018322311214697009
336,Florida,Flagler County,107139,12035,1478425278.4252787,221082621.0826211,1257342657.3426573,8.521066184649611e-05
337,Florida,Franklin County,11736,12037,2658611758.6117587,1273685573.6855736,1384926184.926185,8.474097845601437e-06
338,Florida,Gadsden County,46017,12039,1368894068.8940687,31598031.598031595,1337296037.2960374,3.441048108767648e-05
339,Florida,Gilchrist County,17615,12041,920072520.0725201,14400414.4004144,905672105.6721057,1.9449643960192177e-05
340,Florida,Glades County,13363,12043,2555944055.944056,468376068.3760684,2087567987.5679877,6.401228644805895e-06
341,Florida,Gulf County,16055,12045,1956902356.9023569,496114996.11499614,1460787360.7873607,1.0990648215457173e-05
342,Florida,Hamilton County,14269,12047,1344366744.3667443,13649313.64931365,1330717430.7174306,1.0722787325561028e-05
343,Florida,Hardee County,27228,12049,1653302253.3022535,1450401.4504014505,1651851851.8518517,1.6483318385650226e-05
344,Florida,Hendry County,40127,12051,3082103082.103082,96477596.47759648,2985625485.6254854,1.3440064801561485e-05
345,Florida,Hernando County,182696,12053,1525563325.5633256,301683501.6835017,1223879823.879824,0.00014927609429889532
346,Florida,Highlands County,102101,12055,2864620564.6205645,231598031.5980316,2633022533.022533,3.8777108330628266e-05
347,Florida,Hillsborough County,1378883,12057,3278321678.321678,635975135.975136,2642346542.3465424,0.000521840333166701
348,Florida,Holmes County,19430,12059,1266640766.6407666,26599326.5993266,1240041440.04144,1.566883119595639e-05
349,Florida,Indian River County,150984,12061,1598057498.057498,295596995.5969956,1302434602.4346025,0.00011592443852287866
350,Florida,Jackson County,48472,12063,2472312872.3128724,95312095.3120953,2377000777.000777,2.0392084205020924e-05
351,Florida,Jefferson County,14105,12065,1648640248.6402485,99559699.55969955,1549080549.0805492,9.105401270690519e-06
352,Florida,Lafayette County,8744,12067,1419088319.088319,11655011.655011656,1407433307.4333074,6.212727774608491e-06
353,Florida,Lake County,335362,12069,2996529396.5293965,566122766.1227661,2430406630.4066305,0.00013798596325582385
354,Florida,Lee County,718679,12071,3140274540.2745404,1108391608.3916085,2031882931.882932,0.0003537009877503155
355,Florida,Leon County,288102,12073,1817637917.6379175,90494690.4946905,1727143227.143227,0.00016680840098972784
356,Florida,Levy County,39961,12075,3659129759.129759,762988862.9888629,2896166796.166796,1.379789315066043e-05
357,Florida,Liberty County,8365,12077,2183682983.682984,19580419.58041958,2164102564.102564,3.865343601895735e-06
358,Florida,Madison County,18474,12079,1853613053.6130536,51126651.12665112,1802512302.5123026,1.0249028522163948e-05
359,Florida,Manatee County,373853,12081,2312043512.043512,387852887.85288787,1924190624.190624,0.00019429104128248963
360,Florida,Marion County,348371,12083,4306164206.164206,202175602.1756022,4103988603.988604,8.48859569593891e-05
361,Florida,Martin County,157581,12085,1949831649.83165,542242942.2429423,1407562807.5628076,0.00011195308596768851
362,Florida,Miami-Dade County,2715516,12086,6296762496.762496,1381688681.6886818,4915099715.099715,0.0005524844168792024
363,Florida,Monroe County,76325,12087,9680186480.18648,7133488733.488733,2546697746.6977468,2.9970183976080057e-05
364,Florida,Nassau County,80578,12089,1880134680.13468,200155400.15540016,1679979279.97928,4.796368679082388e-05
365,Florida,Okaloosa County,200737,12091,2802590002.5900025,393240093.2400933,2409349909.3499093,8.33158352055899e-05
366,Florida,Okeechobee County,40572,12093,2310049210.04921,318570318.5703186,1991478891.4788914,2.037279941735704e-05
367,Florida,Orange County,1321194,12095,2598445998.4459987,258559958.55995855,2339886039.8860397,0.0005646403190064532
368,Florida,Osceola County,338619,12097,3900310800.3108006,462185962.18596214,3438098938.0989385,9.849018486571998e-05
369,Florida,Palm Beach County,1446277,12099,6172002072.002072,1070318570.3185704,5101683501.683501,0.00028349014585533265
370,Florida,Pasco County,510593,12101,2249287749.2877493,314866614.8666149,1934447034.4470344,0.00026394777986048814
371,Florida,Pinellas County,957875,12103,1575058275.058275,865915565.9155658,709142709.1427091,0.001350750684806428
372,Florida,Polk County,668671,12105,5207329707.329707,550919450.919451,4656410256.410256,0.00014360225220264318
373,Florida,Putnam County,72766,12107,2141724941.7249417,257187257.18725717,1884537684.5376847,3.8612122536488825e-05
374,Florida,St. Johns County,235503,12109,2127764827.7648277,572053872.0538721,1555710955.7109556,0.00015137966287084208
375,Florida,St. Lucie County,305591,12111,1782206682.2066822,300906500.90650094,1481300181.3001812,0.00020629917140209468
376,Florida,Santa Rosa County,170442,12113,3040093240.0932403,420020720.02072,2620046620.04662,6.505304092526691e-05
377,Florida,Sarasota County,412144,12115,1878632478.6324787,438953638.9536389,1439704739.7047398,0.0002862698084084408
378,Florida,Seminole County,455086,12117,894301994.3019943,93421393.42139342,800880600.8806009,0.0005682320179807256
379,Florida,Sumter County,120999,12119,1501761201.7612019,85185185.1851852,1416550116.5501165,8.541808622675663e-05
380,Florida,Suwannee County,43924,12121,1792955192.955193,9583009.583009584,1783346283.3462832,2.4630101517682088e-05
